Header2,header3,header4
842,93,DOD SERV COMP INCOMPATIBLE WITH RES ACTIVE DUTY/DRILL/NONPD INACTIVE DUTY PRD. RESUBMIT.
842,94,DRILLS DID NOT POST. MEMBER IN A RETIREMENT STATUS. CONTACT HQMC (MMSR).
842,95,TRANSACTION NOT PROCESSED. ERRONEOUS MONTHLY RATE.  'AMT' UNABLE TO CALCULATE AMOUNT.
842,96,TRANSACTION NOT PROCESSED. ERRONEOUS NBR OF DAYS.  'AMT' UNABLE TO CALCULATE AMOUNT.
842,AA,EFFDTD IS PRIOR TO OLDEST TABLE DATE.  D.O. MUST MAKE ADJ.  CONTACT MISSO FOR ADJ OF POINTS.
842,BA,FORMER REPORTING UNIT CODE NOT VALID.
842,BB,RESERVE REPORTING UNIT CODE NOT VALID.
842,BC,ADDITIONAL TEMPORARY REPORTING UNIT CODE NOT VALID.
842,BD,TEMPORARY REPORTING UNIT CODE NOT VALID.
842,BE,EFFECTIVE DATE MUST BE ON OR BEFORE MEMBER'S RESERVE ECC.
842,GG,MEMBER CANNOT PERFORM DRILLS IN A NOE SIQ STATUS.
842,HH,MBR IN A LIGHT DUTY STATUS.  ONLY HOME SITE DRILLS AND HOME SITE ANNUAL TRAINING PERIODS CAN BE PERFORMED.
842,64,MEMBER HAS REACHED 36 ADDITIONAL TRAINING PERIODS (ATP) FOR THE CURRENT FISCAL YEAR.
842,1,DATE OF ORIGINAL MISSED DRILL IS INVALID.
842,2,MR STRENGTH CATEGORY CODE INDICATES MBR NOT ELIGIBLE FOR ACTIVE DUTY OR DRILLS.
842,5,EXCEEDS AUTHORIZED CURRENT FY AFTP'S.
842,6,EXCEEDS AUTHORIZED PRIOR FY AFTP'S.
842,7,MR INDICATED A DRILL OF SAME TYPE REPORTED FOR SAME DAY.  MUST BE REPORTED TOGETHER.
842,9,READINESS MANAGEMENT PERIODS (RMP) RESTRICTED TO ONE PER DAY.
842,11,"""INVALID ENTRY"
842,12,"""INVALID ENTRY"
842,13,CHARACTER OF DRILL CODE MUST BE EITHER S OR U.
842,14,NUMBER OF DRILLS MUST BE EITHER 1 OR 2.
842,15,EXCEEDS AUTHORIZED FY ATPS AND RMPS COMBINED.
842,16,ACTION DATE MUST BE LESS THAN OR EQUAL TO TODAY'S DATE.
842,17,CANNOT REPORT A DRILL WITH ACTION DATE OLDER THAN PRIOR ANNV YR.  D.O. MUST ADJUST.
842,19,MEMBER WAS TRANSFERRED PRIOR TO REPORTED DRILL.
842,20,MEMBER JOINED TO IRR PRIOR TO DATE OF REPORTED DRILL.
842,21,INVALID TRAINING CATEGORY PAY GROUP FOR DRILL ENTRY.
842,22,DATE OF EIO DRILL AND DATE OF ORIGINAL DRILL BEING MADE UP MUST FALL IN SAME FY.
842,24,DRILL(S)/FHD ON MASTER AND THOSE REPORTED FOR SAME DATE EXCEED MAXIMUM OF 2.
842,26,DATE OF DRILL FALLS WITHIN A PERIOD OF ACTIVE DUTY ON MASTER FILE.
842,27,MEMBER NOT IN VALID PAY STATUS FOR REPORTING PAID DRILLS.
842,28,DRILL(S)/FHD REPORTED PLUS PREVIOUS DRILLS/FHD/ABSENCES/NONPAID DRILLS EXCEED MAX OF 2 PER DAY.
842,30,THE PERSTEMPO RMK HAS BEEN DELETED DUE TO THE REPORTING OF THIS TRANSACTION.  RESEARCH AND VERIFY.
842,31,MEMBER HAS EXCEEDED MAXIMUM OF 4 EIO DRILLS FOR A GIVEN FISCAL YEAR.
842,32,THE DATE OF REG DRILL MISSED MUST BE PREVIOUS TO THE EFFDTD OF EIO DRILL.
842,33,EIO DRILLS REPORTED EXCEEDS THE NUMBER OF ABSENCES CONTAINED ON MR FOR DRILL DATE.
842,34,MASTER RECORD DOES NOT CONTAIN AN ABSENCE FOR REPORTING AN EIO DRILL.
842,35,MASTER RECORD DOES NOT CONTAIN CREDIT FOR DRILL BEING DELETED.
842,36,MASTER RECORD DOES NOT CONTAIN A DRILL FOR REPORTED DATE-DELETE NOT PROCESSED.
842,37,MEMBER HAS EXCEEDED 48 REGULAR DRILLS MAXIMUM ALLOWED FOR A FISCAL YEAR.
842,38,MASTER RECORD ANNIVERSARY DATE IS NOT FUTURE DATED. REFER TO PRIUM.
842,39,MEMBER IN DISABILITY PAY STATUS FOR THE DATE REPORTED.
842,40,MBR HAS EXCEEDED 48 REG DR MAX ALLOWED FOR CURR FY. EXCESS DR NOT AUTH BY PROPER AUTH.
842,41,MBR HAS EXCEEDED 48 REG DR MAX ALLOWED FOR PRIOR FY. EXCESS DR NOT AUTH BY PROPER AUTH.
842,42,MBR HAS EXCEEDED THE MAXIMUM OF 84 COMBINED AFTP/ATP/RMP DRILLS FOR PRIOR FY.
842,43,MEMBER HAS EXCEEDED 60 REG DRILLS MAXIMUM ALLOWED FOR THE PREVIOUS FISCAL YEAR.
842,45,MEMBER HAS EXCEEDED 60 REG DRILLS MAXIMUM ALLOWED FOR THE CURRENT FISCAL YEAR.
842,46,MASTER RECORD DOES NOT CONTAIN AN R980 CAREER RETIREMENT RMK FOR DRILL REPORTED.
842,47,MASTER RECORD DOES NOT CONTAIN AN R980 CAREER RETIREMENT RMK FOR DRILL BEING DELETED.
842,48,ADJUSTMENT TO R980 CAREER RETIREMENT RMK WOULD PUT MBR IN NEGATIVE BAL. NO ADJ MADE.
842,50,DRILL OLDER THAN 1 YR. D.O. MUST RESEARCH. ADJUSTMENT MAY BE REQUIRED.
842,51,"""NECESSARY PAY GRADE INFORMATION NOT ON MASTER FILE"
842,52,"""NECESSARY YEARS SERVICE INFO NOT ON MASTER FILE"
842,54,MEMBER HAS REACHED A MAXIMUM OF 60 REGULAR DRILL POINTS ALLOWED IN THE CURRENT FISCAL YEAR.
842,55,MEMBER HAS RECEIVED THE MAXIMUM OF 4 EIO DRILLS ALLOWED IN A FISCAL YEAR.
842,56,MEMBER HAS REACHED THE MAXIMUM OF 48 DRILLS ALLOWED IN A FISCAL YEAR.
842,58,MEMBER HAS REACHED 36 MAXIMUM READINESS MANAGEMENT PERIODS (RMP) FOR THE FISCAL YEAR.
842,60,MEMBER HAS REACHED A MAXIMUM OF 72 AFTP DRILLS FOR THE CURRENT FISCAL YEAR.
842,61,MBR HAS EXCEEDED 72 AFTP FOR CURR FY.  PROPER AUTH IS REQUIRED.
842,62,MBR HAS EXCEEDED 72 AFTP FOR PRIOR FY.  PROPER AUTH IS REQUIRED.
842,63,MASTER RECORD DOES NOT CONTAIN NECESSARY ABSENCE INFORMATION TO PROCESS DELETE STATEMENT.
842,65,EXCEEDS AUTHORIZED CURRENT FY IDT PERIODS.
842,66,MBR HAS REACHED 48 REGULAR DRILLS FOR CURRENT FISCAL YEAR.
842,67,MEMBER HAS REACHED A MAXIMUM OF 72 AFTP DRILLS FOR THE PRIOR FISCAL YEAR.
842,68,MEMBER HAS RECEIVED A MAXIMUM OF 60 REGULAR DRILLS FOR THE PREVIOUS FISCAL YEAR.
842,69,MBR HAS EXCEEDED THE MAXIMUM OF 84 COMBINED AFTP/ATP/RMP DRILLS FOR CURRENT FY.
842,71,MEMBER HAS REACHED 36 ADDITIONAL TRAINING PERIODS (ATP) FOR THE PRIOR FISCAL YEAR.
843,AA,CANNOT REPORT DATA OVER ONE YEAR OLD.  REQUIRES MANUAL ADJUSTMENT.  REFER TO MCTFSPRIUM.
843,AB,INVALID ABSENCE REASON CODE FOR REPORTED ABSENCE.  REF MCTFS TABLE 71 GROUP 10 ITEM 95.
843,AC,REPORTED ABSENCE REASON CODE NOT VALID ON MCTFS TABLE 71 GROUP 10 ITEM 95.  RESEARCH AND RESUBMIT.
843,AD,INVALID NUMBER OF ABSENCES REPORTED.  MUST BE 1 OR 2.
843,AE,TRANSACTION DATE INVALID FOR REPORTED ABSENCE REASON CODE.  RESEARCH AND RESUBMIT.
843,AF,MR STRENGTH CATEGORY CODE INDICATES MBR NOT ELIGIBLE FOR ACTIVE DUTY OR DRILLS.
843,HH,MBR IN A LIGHT DUTY STATUS.  ONLY HOME SITE DRILLS AND HOME SITE ANNUAL TRAINING PERIODS CAN BE PERFORMED.
843,AH,DRILLS/ABSENCES ON MASTER RECORD PLUS REPORTED ABSENCE EXCEEDS MAX OF 2 PER DAY.
843,AI,MASTER RECORD REFLECTS INDIVIDUAL AS BEING ON ACTIVE DUTY WHEN ABSENCE WAS REPORTED.
843,AJ,MASTER RECORD REFLECTS DRILLS/ABSENCES FOR THE SAME DAY AS THE REPORTED ABSENCE.
843,AK,MASTER RECORD DOES NOT CONTAIN ABSENCE INFO NECESSARY TO PROCESS DELETE STATEMENT.
843,GG,MEMBER CANNOT PERFORM DRILLS IN A NOE SIQ STATUS.
843,AG,TRANSACTION FAILED.  MEMBER ON IADT.
844,46,MASTER RECORD DOES NOT REFLECT AN ABSENCE ON REPORTED DATE.
844,1,THE DATE OF THE DRILL IS NOT IN VALID DATE FORMAT.
844,2,MR STRENGTH CATEGORY CODE INDICATES MBR NOT ELIGIBLE FOR ACTIVE DUTY OR DRILLS.
844,27,DRILL DATE MUST BE LESS THAN OR EQUAL TO ACTION DATE.
844,28,INVALID CHARACTER OF DRILL - MUST EQUAL S OR U.
844,29,INVALID NUMBER OF DRILLS REPORTED - MUST EQUAL 1 OR 2.
844,31,"""INVALID CHARACTER REASON CODE - MUST BE 00"
844,32,CHARACTER OF DRILL AND REASON CODE INCOMPATIBLE-FOR SATIS DRILL REASON CODE MUST BE 00.
844,33,"""REASON CODE MUST BE 01"
844,34,CANNOT REPORT DATA OVER ONE YEAR OLD. REQUIRES MANUAL ADJUSTMENT. REFER TO PRIUM.
844,35,EFFECTIVE DATE NOT IN CURRENT OR PRIOR ANNIVERSARY YEAR.
844,36,"""TRNGRP AND TYPE OF DRILL ARE INCOMPATIBLE. MUST BE TRNGRP A"
844,37,MASTER RECORD REFLECTS THAT INDIVIDUAL IS NOT A MEMBER OF A MTU ON DATE OF RPTD DRILL.
844,38,INVALID TRNGRP FOR TYPE OF DRILL REPORTED.
844,39,TRNGRP REFLECTS INDIVIDUAL AS BEING ON THE INACTIVE STANDBY LIST.
844,40,MASTER RECORD REFLECTS INDIVIDUAL AS BEING A MEMBER OF A MTU.
844,41,MASTER RECORD INDICATES MEMBER ON ACTIVE DUTY ON DATE OF REPORTED DRILL.
844,43,DRILLS/ABSENCES ON MASTER RECORD PLUS REPORTED DRILLS/FHD EXCEEDS MAXIMUM OF 2 PER DAY ON REPORTED ACTION DTD.
844,44,MASTER RECORD DOES NOT REFLECT AN UNSAT DRILL ON REPORTED DATE.
844,45,EIN DRILLS REPORTED EXCEEDS REGULAR DRILLS REPORTED AS UNSATISFACTORY ON DRILL DATE.
844,47,MASTER FILE DOES NOT CONTAIN NECESSARY INFO TO PROCESS DELETE.
844,48,MEMBERS RECORD DOES NOT CONTAIN A VALID ANNIVERSARY DATE. REPORT ANNIVERSARY DATE IAW PRIUM.
844,49,EIN DRILLS REPORTED EXCEEDS THE NUMBER OF ABSENCES CONTAINED ON MASTER FILE FOR DRILL DATE.
844,53,RECORD DOES NOT CONTAIN A RESERVE RETIREMENT RMK/SERVICE SEGMENT FOR DRILL REPORTED.  CONTACT MISSO-17.
844,55,ADJUST TO RETIREMENT POINTS WOULD PUT MEMBER IN A NEGATIVE BALANCE.  NO ADJUSTMENT MADE.  CONTACT MISSO-17.
844,56,RECORD DOES NOT CONTAIN A RETIREMENT RMK/SERVICE SEGMENT FOR DRILL DELETED.  CONTACT MISSO-17.
844,60,MASTER FILE DOES NOT CONTAIN NECESSARY ABSENCE INFORMATION TO PROCESS DELETE STATEMENT.
844,61,DOD SERV COMP INCOMPATIBLE WITH RES ACTIVE DUTY/DRILL/NONPD INACTIVE DUTY PRD. RESUBMIT.
844,GG,MEMBER CANNOT PERFORM DRILLS IN A SIQ NOE STATUS.
844,HH,MBR IN A LIGHT DUTY STATUS.  ONLY HOME SITE DRILLS AND HOME SITE ANNUAL TRAINING PERIODS CAN BE PERFORMED.
845,26,INVALID NUMBER OF POINTS.  MUST BE '001' THRU '199' FOR REPORTED STATEMENT.
845,27,INVALID NUMBER OF POINTS - MUST BE 01 - 10.
845,38,DOD SERV COMP CAT CODE INCOMPATIBLE WITH DUTY REPORTED.  CONTACT MISSO-17.
845,36,ADJUST TO RETIREMENT POINTS WOULD PUT MEMBER IN A NEGATIVE BALANCE.  NO ADJUSTMENT MADE.  CONTACT MISSO-17.
845,35,RECORD DOES NOT CONTAIN A RETIREMENT RMK/SERVICE SEGMENT FOR DATE DELETED.  CONTACT MISSO-17.
845,34,RECORD DOES NOT CONTAIN A RETIREMENT RMK/SERVICE SEGMENT FOR DATE REPORTED.  CONTACT MISSO-17.
845,33,MEMBERS RECORD DOES NOT CONTAIN A VALID ANNIVERSARY DATE. REPORT ANNIVERSARYDATE IAW PRIUM.
845,32,EFFECTIVE DATE NOT IN CURRENT OR PRIOR ANNIVERSARY YEAR.
845,31,"""NO RECORD OF REPORTED POINTS ON MASTER FILE"
845,28,REPORTED STATEMENT INVALID FOR RESERVE REPORTING.  REFER TO MCTFSPRIUM.
846,L,INVALID RES-RECSTAT FOR TRANSACTION TO PROCESS. MBR NOT EXTENDED ACTIVE DUTY.
846,K,DUPLICATE TRANSACTION. INFORMATION ALREADY CONTAINED ON MASTER FILE.
846,J,TRANSACTION VALID FOR RESTRICTED RUC'S ONLY.
846,I,ANNIVERSARY DATE INVALID. CANNOT BE FUTURE DATED BY MORE THAN 1 YEAR.
846,H,ANNIVERSARY DATE INVALID. MUST BE FUTURE DATED.
846,BA,TRANSACTION DID NOT PROCESS. SEE RELATED 'WTF' ERROR FOR SPECIFIC REASON.
846,MP,ANNIVERSARY DATE ADJUSTED BY HIGHER HEADQUARTERS.
846,N,INVALID TRNG GRP FOR TRANSACTION TO PROCESS.
850,Q,AMOUNT OF RCSBP COVERAGE MUST BE NUMERIC.
850,P,EFFDTD OF SBP IN MR DOES NOT EQUAL EFFDTD OF SBP BEING DELETED. TRANSACTION NOT PROCESSED.
850,O,SBP OPTION IN MASTER RECORD DOES NOT EQUAL SBP OPTION BEING DELETED.TRANS NOT PROCESSED.
850,N,SBP TYPE COVG ON MASTER RECORD DOES NOT EQUAL TYPE COVG BEING DELETED. TRANS NOT PROCESSED.
850,M,SBP LEVEL COVG IN MASTER RECORD DOES NOT EQUAL LEVEL COVG BEING DELETED TRANS NOT PROCESSED
850,F,MEMBER ELECTED FULL COVERAGE. MEMBER CANNOT ELECT A REDUCED AMOUNT OF COVERAGE.
850,K,RCSBP CAN ONLY BE REPORTED BY HQMC.
850,J,"""RCSBP OPTION MUST BE EQUAL TO A"
850,I,"""RCSBP TYPE OF COVERAGE MUST BE EQUAL TO A"
850,H,RCSBP LEVEL OF COVERAGE MUST BE EQUAL TO FULL (F) OR REDUCED (R).
850,G,MEMBER ELECTED REDUCED COVERAGE. MEMBER MUST ELECT AMOUNT OF COVERAGE.
850,L,SBPAMT CONT. ON MASTER RECORD DOES NOT EQUAL AMT BEING DELETED. TRANSACTION NOT PROCESSED.
851,BK,REPORTED DISTRICT CODE INVALID.
851,BJ,"""PAY LEVEL MUST BE 1"
851,BH,"""DATE MUST BE VALID"
851,BG,AMOUNT MUST BE LESS THAN OR EQUAL TO TABLE GF SEMESTER AMOUNT.
851,BF,AMOUNT MUST BE LESS THAN OR EQUAL TO TABLE GF FULL YEAR AMOUNT.
851,BE,TRANSACTION CANNOT PROCESS. REPORTED DATE(S) MUST BE WITHIN CURRENT SCHOOL YEAR.
851,BD,AMOUNT MUST BE GREATER THAN ZERO AND LESS THAN OR EQUAL TO $2600 FOR ONE SEMESTER OR LESS THAN OR EQUAL TO $5200 FOR FULL YEAR
851,BC,TO DATE MUST BE GREATER THAN FROM DATE.
851,BB,"""TRANSACTION CANNOT PROCESS: MR DOES NOT REFLECT SCHOOL CODE OF 'RM1'"
851,BA,INPUT RESTRICTED TO RUC 54826 ONLY.
851,AD,TRANSACTION FAILED.  NO RESERVE YEARS OF SERVICE REMARK ON FILE.
851,AA,PLC MCFAP/MCCTAP STIPEND PAYMENTS ALLOWED FOR PLC MEMBERS ONLY.
851,RR,RECOUP/ADJUST/CREDIT PLC MCFAP/MCCTAP CANNOT BE PROCESSED.  RECOUPMENT ALREADY REPORTED.
851,CC,PLC MCFAP/MCCTAP STIPEND PAYMENT HAS BEEN REPORTED FOR ALL OR PART OF THE ENCODED PERIOD.
851,PP,"""MBR HAS REQUESTED WAIVER"
851,NN,"""TOTAL ACCUMULATED BAL CANNOT BE ADJUSTED"
851,MM,REPORTED MCFAP/MCCTAP FROM AND TO DATES DO NOT EQUAL STIPEND PAYMENT REMARK'S FROM AND TO DATES.
851,LL,"""TOTAL ACCUM BAL IS GREATER THAN ZEROS"
851,KK,"""MBR NOT CURRENTLY IN RECEIPT OF PLC MCFAP/MCCTAP STIPEND PAYMENTS"
851,JJ,"""MBR NOT CURRENTLY IN RECEIPT OF PLC MCFAP/MCCTAP STIPEND PAYMENTS"
851,HH,MBR WOULD EXCEED THE MAXIMUM TOTAL PLC MCFAP/MCCTAP PAYMENTS ALLOWED.
851,GG,MBR DID NOT RECEIVE PLC MCFAP/MCCTAP STIPEND PAYMENTS FOR THE CURRENT SCHOOL YEAR.
851,EE,"""PLCS CAN NOT RECEIVE MORE THAN 3 YEARS OF MCFAP/MCCTAP STIPEND PAYMENTS"
851,DD,MBR HAS NO FINANCIAL INSTITUTION ADDRESS ON FILE. PLC MCFAP/MCCTAP CANNOT BE PROCESSED.
852,AA,INVALID COURSE NUMBER.  VERIFY AND RESUBMIT.
852,AB,MEMBER CURRENTLY ENROLLED IN THIS COURSE.
852,AF,REPORTED TRANSACTION RESTRICTED TO RUC 54865 (CDET) ONLY.
852,AG,REPORTED DATE INVALID FOR REPORTED COURSE. RESEARCH AND RESUBMIT.
852,AD,CANNOT PROCESS CHANGE.  NO MATCHING COURSE ON MEMBERS RECORD.
852,AC,MEMBER CURRENTLY DISENROLLED IN THIS COURSE.  MUST REPORT REENROLL.
853,AB,CANNOT PROCESS CHANGE.  NO MATCHING REMARK ON MEMBERS RECORD.
853,AA,MARINENET CRS IS IN DISENROLL STATUS ON MEMBERS RECORD.  DUPLICATE ENTRY WAS NOT PROCESSED.
853,AD,REPORTED COURSE IS LISTED AS COMPLETE IN MCTFS.
853,AE,REPORTED TRANSACTION RESTRICTED TO RUC 54865 (CDET) ONLY.
854,AE,INVALID COURSE NUMBER. RESEARCH AND RESUBMIT.
854,AF,REPORTED DATE INVALID FOR REPORTED COURSE. RESEARCH AND RESUBMIT.
854,AA,CANNOT PROCESS CHANGE.  NO MATCHING COURSE ON MEMBERS RECORD.
854,AC,REENROLL MARINENET CRS FAILED DUE TO CURRENT STATUS NOT EQUAL TO 'D' (DISENROLL).
854,AD,REPORTED TRANSACTION RESTRICTED TO RUC 54865 (CDET) ONLY.
855,AQ,RPTD SCORE NOT VALID.  RESUBMIT WITH EITHER 'A' FOR PASSED OR 'F' FOR FAILED.
855,AR,MARINENET CRS RPTD AS 'DEL AS ERRON'.  REVIEW RETIREMENT PTS AND MANUALLY ADJUST RETIREMENT PTS IF NECESSARY.
855,AS,REPORTED DATE INVALID FOR REPORTED COURSE. RESEARCH AND RESUBMIT.
855,AA,MASTER RECORD MARINENET COURSE SELECTED TO CHANGE BACK TO 'ACTIVE' STATUS IS NOT A VALID COURSE.  CONTACT MISSO-17.
855,AB,MASTER RECORD ANNIVERSARY DATE IS NOT FUTURE DATED.  RET CRED PTS NOT UPDATED.  REFER TO MCTFSPRIUM.
855,AC,MEMBERS RECORD DOES NOT CONTAIN VALID ANNIVERSARY DATE.  RET CRED PTS NOT UPDATED.  RPT ANNIVERSARY DATE IAW MCTFSPRIUM.
855,AD,EFFECTIVE DATE OF MARINENET COURSE IS BEFORE MBRS PRIOR ANNIVERSARY.  RET CRED PTS NOT UPDATED.
855,AE,NO RECORD OF REPORTED CORRES PTS ON MASTER FILE.  RESEARCH IS NEEDED TO DETERMINE IF MBR'S CORRES TOTAL PTS ARE CORRECT.
855,AF,RECORD DOES NOT CONTAIN A RETIREMENT REMARK/SERVICE SEGMENT FOR MARINENET CRS DATE REPORTED.  CONTACT MISSO-17.
855,AG,DOD SERV COMP CAT CODE INCOMPATIBLE WITH DUTY REPORTED.  CONTACT MISSO-17.
855,AH,ADJUSTMENT TO RETIREMENT POINTS WOULD PUT MEMBER IN A NEGATIVE BALANCE.  NO ADJUSTMENT MADE.  CONTACT MISSO-17.
855,AJ,RECORD DOES NOT CONTAIN A RETIREMENT RMK/SERVICE SEGMENT FOR DATE REPORTED.  CONTACT MISSO-17.
855,AK,INVALID COURSE NUMBER.  VERIFY AND RESUBMIT.
855,AL,REPORTED TRANSACTION RESTRICTED TO RUC 54865 (CDET) ONLY.
855,AM,CANNOT PROCESS CHANGE.  NO MATCHING REMARK ON MEMBER'S RECORD.
855,AN,"""MARINENET CRS IS IN A DISENROLLED STATUS.  REENROLL"
856,AA,MARINENET CRS IS IN A 'REENROLL' OR 'DISENROLL' STATUS ON MEMBER'S RECORD.  ENTRY WAS NOT PROCESSED.
856,AB,CANNOT PROCESS CHANGE.  NO MATCHING REMARK ON MEMBER'S RECORD.
856,AC,REPORTED COURSE IS LISTED AS COMPLETE IN MCTFS.
856,AD,REPORTED TRANSACTION RESTRICTED TO RUC 54865 (CDET) ONLY.
857,B,"""TRANSACTION VALID FOR MISSO"
857,F,REPORTED DATE INVALID.
857,H,COMP CODE NOT COMPATIBLE FOR MANDATORY DRILL PARTICIPATION.
857,I,MBR HAS AN INVALID REC-STAT FOR TRANSACTION REPORTED.
858,B,REPORTED DATE INVALID.
858,I,MBR HAS AN INVALID REC-STAT FOR TRANSACTION REPORTED.
858,H,MDP START DATE IS BLANK.  REPORT START DATE.
858,F,"""TRANSACTION VALID FOR MISSO"
859,HH,EXTENSION CURRENTLY ON MCTFS. MBR CAN ONLY BE EXTENDED ONCE.
859,LL,"""MDP STOP DT MUST BE VALID"
859,KK,TRANSACTION NOT VALID FOR ACTIVE DUTY MEMBER.
859,JJ,DEL EXT MONTHS NOT EQUAL MAND-DRILL-PARTIC-EXT-MTH-QY. DELETE NOT PROCESSED.
859,MM,MAND-DRILL-STOP-DATE CANNOT BE GREATER THAN RES ECC
860,P,RECORD REFLECTS MBR NOT IN RECEIPT OF PENSION/PENSION WAIVED ON OR BEFORE RPT'D EFF DATE.
860,22,MASTER RECORD INDICATES PENSION NOT WAIVED WAS REPORTED ON OR BEFORE REPORTED EFFECTIVE DTE.
860,M,REPORTED EFFECTIVE DATE IS PRIOR TO DATE CURRENT PAY STATUS WAS REPORTED TO MASTER RECORD.
860,AA,RETRO RPTING OF TTC 0860 002 NOT ALLOWED GREATER THAN ONE YEAR PRIOR TO CURR CYC DATE.
860,L,REPORTED EFFECTIVE DATE IS PRIOR TO PENSION NOT WAIVED ENTRY PREVIOUSLY POSTED.
860,23,MEMBERS CURRENT PAY STATUS IS NOT UNRESTRICTED.  CHECK CURRENT PAY STATUS ON MASTER RECORD.
873,F,DATE RELEASED FROM ACTIVE DUTY CANNOT BE GREATER THAN THE ACTION DATE
873,G,DUPLICATE TRANSACTION - INFORMATION ALREADY CONTAINED ON TFS FILE.
877,AC,SPD UPDATED.  NEW SPD CODE REQUIRES A BONUS RECOUPMENT.  TAKE APPROPRIATE ACTION TO ENSURE RECORD IS PROPERLY UPDATED.
877,AD,"""SPD CHANGED"
877,AE,SPD UPDATED. REVIEW RECORD TO DETERMINE IF SEVERANCE OR SEPS PAY RECOUPMENT IS REQUIRED AND TAKE PROPER ACTION TO UPDATE RECORD.
877,AF,SPD UPDATED.  NEW SPD CODE REQUIRES BRS-CP RECOUPMENT. TAKE APPROPRIATE ACTION TO ENSURE RECORD IS PROPERLY UPDATED.
877,AG,"""SPD UPDATED. REVIEW RECORD TO DETERMINE IF BRS-CP RECOUPMENT IS STILL REQUIRED. IF NOT"
877,CF,SPD DISCONTINUED OR DATE OF ACTION/EFFECTIVE DATE INVALID. REFER TO MCTFS TABLE 05 (SPD CODES).
877,Y,INVALID SPD CODE. ACCEPTABLE CODE ARE IN MCO P1080.20.
877,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
877,H,"""REENLISTMENT CODE INVALID"
877,I,"""SEPARATION DOCUMENT TYPE CODE INVALID.  REF TABLE 71"
877,J,"""INVALID SEPARATION DOCUMENT NUMBER"
877,K,TRANSACTION VALID FOR RESTRICTED RUCS ONLY.
877,N,WHEN REENLISTMENT CODE IS 00 SPD MAY NOT BE FOR ENLISTED.
877,NF,RETRO LV PERIOD RPTD PRIOR TO LSL 120 PAYMENT. LSL 120 PAYMENT OFFSET. RESEARCH AND RESUBMIT ADJUSTED LSL 120.
877,O,"""WHEN SPD IS FOR DEATH OR OFFICER"
877,P,REPORTED SPD IS FOR FEMALES ONLY.
877,Q,SPD CODE RPTD IS NOT APPLICABLE FOR MEMBERS PRESENT GRADE.
877,AB,"""SPD UPDATED.  REVIEW RECORD TO DETERMINE IF BONUS RECOUPMENT IS STILL REQUIRED.  IF NOT"
877,AA,"""SPD WITH 1ST BYTE OF L"
877,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS.  MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGEDTO ZEROS.
880,F,REPORTED REASON CODE INVALID.
880,X,MASTER RECORD INDICATES RUC INVALID FOR TYPE TRANSFER REPORTED.
880,AB,MR REFLECTS MARINE PARTICIPATING IN A CRISIS.  REPORT STOP CRISIS TTC IF APPLICABLE.
880,AC,BONUS RMK ON FILE. RMK MUST BE CLOSED UTILIZING TTC 901 OR 903 PRIOR TO REPORTING THIS TRANSACTION.
880,AD,BRS-CP PAY RMK ON FILE AND 4 YR OBLISERVE HAS NOT BEEN COMPLETED.  RPT TTC 451 PRIOR TO RPTING TTC 880.
880,AE,RESERVE ARB BONUS RMK ON FILE. RMK MUST BE CLOSED BY HQMC (RA) PRIOR TO REPORTING THIS TRANSACTION.
880,AF,TR TO IRR INVALID WHEN MBR IN NOE STATUS. CONTACT HQMC (RAM) FOR ASSISTANCE.
880,B,REPORTING UNIT CODE MUST BE A VALID MTU RUC.
880,BD,EFFECTIVE DATE LESS THAN ACTIVE DUTY AVIP-TO-DT AND LESS THAN RESERVE-UNI  T-JOIN-DATE.
880,BO,REPORTED TRANSFER DATE IS PRIOR TO THE MEMBER'S RESERVE DRILL/ACDUTRNG/ABSENCE PERIOD. CONTACT THE MISSO FOR ASSISTANCE.
880,BR,TRANSACTION WAS NOT REPORTED BY A VALID FORMER RUC.
880,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
880,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
880,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
880,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
880,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
880,H,REPORTED RESULT OF SCREENING INVALID.
880,I,"""INVALID REASON SCREENED. MUST BE INITIAL"
880,K,DELETE ACTION DATE DOES NOT AGREE WITH ACTION DATE REPORTED IN ORIGINAL STATEMENT.
880,L,MASTER RECORD DOES NOT CONTAIN NECESSARY INFORMATION TO PROCESS DELETE STATEMENT.
880,N,DATE OF TRANSFER CANNOT BE WITHIN 30 DAYS OF MEMBER'S ECC.
880,O,TRANSFER DATE CANNOT BE SAME AS JOIN DATE.
